current,dc,valver,command,valve
1.205882311,35,4922,2181,33.08114996
1.029411793,35,4981,2181,33.55100741
1.441176414,35,5081,2181,34.34737597
1.147058845,35,5161,2181,34.98447081
1.264705896,35,5240,2181,35.61360198
1,35,5300,2181,36.09142311
1.264705896,35,5399,2181,36.87982798
1.147058845,35,5479,2181,37.51692283
1.176470637,35,5558,2181,38.14605399
0.882352948,35,5618,2181,38.62387513
1.264705896,35,5718,2181,39.42024369
1.323529363,35,5799,2181,40.06530222
1.264705896,35,5879,2181,40.70239707
1.176470637,35,5937,2181,41.16429083
1.352941155,35,6036,2181,41.95269571
1.235294104,35,6118,2181,42.60571793
1.294117689,35,6195,2181,43.21892172
1.029411793,35,6255,2181,43.69674285
1.117647052,35,6356,2181,44.5010751
0.823529422,35,6435,2181,45.13020626
0.79411763,35,6513,2181,45.75137374
1.176470637,35,6572,2181,46.22123119
0.882352948,35,6671,2181,47.00963606
1.058823586,35,6753,2181,47.66265828
0.852941155,35,6830,2181,48.27586207
1.205882311,35,6890,2181,48.7536832
1.088235259,35,6992,2181,49.56597914
0.882352948,35,7071,2181,50.1951103
1.058823586,35,7151,2181,50.83220514
1.088235259,35,7209,2181,51.29409891
0.852941155,35,7311,2181,52.10639484
0.882352948,35,7391,2181,52.74348969
0.911764681,35,7470,2181,53.37262085
0.911764681,35,7527,2181,53.82655093
1.205882311,35,7627,2181,54.62291949
1.323529363,35,7710,2181,55.28390539
1.294117689,35,7787,2181,55.89710918
1.088235259,35,7847,2181,56.37493032
1.323529363,35,7947,2181,57.17129888
0.911764681,35,8026,2181,57.80043004
0.970588207,35,8105,2181,58.4295612
1.382352948,35,8165,2181,58.90738234
0.852941155,35,8265,2181,59.7037509
1.029411793,35,8344,2181,60.33288206
1.058823586,35,8427,2181,60.99386796
1.058823586,35,8427,2181,60.99386796
1.029411793,35,8583,2181,62.23620291
1.352941155,35,8662,2181,62.86533408
1.029411793,35,8741,2181,63.49446524
1.088235259,35,8801,2181,63.97228637
0.676470578,35,8902,2181,64.77661862
1.235294104,35,8979,2181,65.38982241
1.323529363,35,9060,2181,66.03488094
0.852941155,35,9117,2181,66.48881102
1,35,9217,2181,67.28517958
0.941176474,35,9295,2181,67.90634706
0.941176474,35,9376,2181,68.55140559
1.441176414,35,9435,2181,69.02126304
1.058823586,35,9534,2181,69.80966791
0.941176474,35,9616,2181,70.46269013
0.970588207,35,9693,2181,71.07589392
0.941176474,35,9753,2181,71.55371506
0.941176474,35,9853,2181,72.35008362
1.088235259,35,9933,2181,72.98717847
1.264705896,35,10015,2181,73.64020068
1.205882311,35,10073,2181,74.10209445
1.058823586,35,10173,2181,74.89846301
0.676470578,35,10253,2181,75.53555786
1.088235259,35,10333,2181,76.1726527
0.79411763,35,10393,2181,76.65047384
1.294117689,35,10492,2181,77.43887871
1.323529363,35,10572,2181,78.07597356
1.176470637,35,10651,2181,78.70510472
1,35,10711,2181,79.18292586
1.264705896,35,10813,2181,79.99522179
1,35,10892,2181,80.62435295
0.882352948,35,10969,2181,81.23755674
1.294117689,35,11028,2181,81.70741419
1.352941155,35,11127,2181,82.49581907
1.176470637,35,11206,2181,83.12495023
0.941176474,35,11285,2181,83.75408139
0.970588207,35,11345,2181,84.23190252
1.088235259,35,11444,2181,85.0203074
0.852941155,35,11523,2181,85.64943856
1.205882311,35,11603,2181,86.28653341
0.970588207,35,11662,2181,86.75639086
1.352941155,35,11761,2181,87.54479573
1.058823586,35,11841,2181,88.18189058
1.088235259,35,11920,2181,88.81102174
0.882352948,35,11980,2181,89.28884288
1.264705896,35,12079,2181,90.07724775
1.088235259,35,12162,2181,90.73823365
1.029411793,35,12239,2181,91.35143745
1.147058845,35,12299,2181,91.82925858
1.029411793,35,12399,2181,92.62562714
0.941176474,35,12478,2181,93.2547583
0.823529422,35,12559,2181,93.89981684
1.264705896,35,12617,2181,94.3617106
0.852941155,35,12720,2181,95.18197022
0.823529422,35,12797,2181,95.79517401
0.823529422,35,12797,2181,95.79517401
0.823529422,35,12797,2181,95.79517401
0.970588207,35,13036,2181,97.69849486
0.882352948,35,13115,2181,98.32762603
1.029411793,35,13195,2181,98.96472087
1,35,13254,2181,99.43457832
0,30,13339,2181,100.1114916
0,15,13339,2181,100.1114916
0,5,13339,2181,100.1114916
0,1,13339,3,100.1114916
